#################################################
##               rldock score v2               ##
#################################################
in_rec_path:      2CKY-A-1084-TPP/rec.mol2
in_ref_lig_path:  2CKY-A-1084-TPP/cpd_charge.mol2
in_poses_path:    2CKY-A-1084-TPP/pose/pose.mol2
in_info_path:     2CKY-A-1084-TPP/info.txt
in_score_mode:    binding_mode
debye length:     11
rec_file_name:      rec.mol2
ref_lig_file_name:  cpd_charge.mol2
poses_file_name:    pose.mol2
info_file_name:     info.txt
verbose:  0
#################################################
Load receptor: 2CKY_nuc from 2CKY-A-1084-TPP/rec.mol2
--> heavy atom num: 1652
Load reference ligand: TPP from 2CKY-A-1084-TPP/cpd_charge.mol2
--> heavy atom num: 26
#Scoring -----------------------------------------
#pose total dU(lj) dU(ele) dU(mutual_pol) dU(lig_self_pol) dU(sasa) dU(hbond) dU(rec_self_pol) dU(lig_lj) dU(lig_ele) rot_dof dU(stack)
vina_07_85 -7.554 -1.926 159.299 -153.311 5.920 -3.861 -6.614 3.421 0.107 1.357 8.000 -0.817
vina_07_86 -8.372 -1.853 145.908 -141.108 6.009 -4.025 -3.312 3.411 -0.039 -1.778 8.000 -0.476
vina_07_87 -8.955 -1.936 146.690 -141.629 4.931 -3.870 -3.021 3.197 -0.013 -0.649 8.000 -1.151
vina_07_88 -9.043 -2.446 144.110 -139.398 6.380 -4.054 -4.792 3.807 0.036 -2.717 8.000 -0.984
vina_07_89 -9.612 -2.096 136.887 -135.271 4.970 -4.070 -3.364 3.374 0.165 1.267 8.000 -0.918
vina_07_90 -8.392 -1.780 158.397 -151.456 5.009 -3.964 -5.717 3.312 0.081 -0.311 8.000 -0.883
vina_07_91 -9.109 -1.936 135.339 -132.764 5.051 -3.999 -4.849 3.215 0.107 0.510 8.000 -0.583
vina_07_92 -9.747 -2.077 139.414 -135.949 5.316 -4.165 -5.663 3.387 0.017 -0.856 8.000 -0.779
vina_07_93 -8.895 -1.796 143.350 -138.997 5.652 -4.080 -3.133 3.254 -0.076 -0.751 8.000 -0.787
vina_07_94 -8.878 -1.934 143.867 -137.813 5.998 -4.072 -4.914 3.356 -0.157 -3.117 8.000 -0.745
vina_07_95 -8.821 -2.264 144.076 -141.765 6.260 -3.888 -4.563 3.662 0.062 0.010 8.000 -1.092
vina_07_96 -9.477 -2.193 137.199 -134.971 5.854 -4.046 -5.788 3.201 -0.092 0.335 8.000 -0.694
vina_07_97 -8.600 -1.748 135.593 -134.153 4.839 -3.652 -7.402 2.968 0.100 0.900 8.000 -0.256
vina_07_98 -9.292 -1.899 149.211 -143.614 4.987 -4.101 -2.795 3.165 0.015 -0.094 8.000 -1.193
vina_07_99 -9.813 -1.862 142.730 -137.972 5.321 -3.931 -5.455 2.924 -0.109 -2.626 8.000 -1.035
vina_07_100 -9.510 -1.800 141.235 -137.218 4.984 -3.911 -4.438 2.996 -0.026 -1.638 8.000 -0.862
vina_07_101 -7.265 -1.696 159.387 -153.193 5.678 -4.009 -3.609 3.579 0.102 0.830 8.000 -0.441
vina_07_102 -10.145 -2.822 140.778 -138.080 5.868 -4.087 -3.981 3.946 0.065 0.042 8.000 -1.965
vina_07_103 -9.160 -2.094 137.987 -134.829 5.098 -3.805 -4.235 3.164 0.284 0.155 8.000 -1.222
vina_07_104 -8.847 -1.837 141.492 -139.261 5.280 -3.959 -4.841 3.220 0.024 0.352 8.000 -0.246
vina_07_105 -9.700 -2.170 139.095 -136.266 5.410 -4.069 -4.948 3.478 0.000 -0.360 8.000 -1.084
vina_07_106 -8.990 -2.080 148.773 -144.061 6.551 -4.125 -2.844 3.412 -0.084 -2.098 8.000 -0.802
vina_07_107 -8.319 -1.849 145.594 -140.852 5.746 -4.041 -2.751 3.217 -0.122 -0.762 8.000 -0.287
vina_07_108 -8.472 -1.824 157.068 -150.462 4.976 -3.869 -2.616 3.210 -0.085 -0.447 8.000 -1.147
vina_07_109 -9.584 -2.376 139.512 -137.394 5.426 -3.802 -4.930 3.298 0.070 1.330 8.000 -1.641
vina_07_110 -9.356 -1.775 139.817 -136.238 5.644 -4.064 -4.360 2.994 -0.181 -0.611 8.000 -0.754
vina_07_111 -9.270 -2.277 149.804 -145.768 5.659 -4.023 -4.982 3.268 -0.020 -0.419 8.000 -0.642
vina_07_112 -8.887 -2.047 159.512 -153.417 5.370 -4.124 -4.651 3.335 -0.069 -0.142 8.000 -0.672
vina_07_113 -8.734 -1.791 144.121 -139.531 5.868 -4.090 -3.570 3.102 -0.114 -0.819 8.000 -0.493
vina_07_114 -7.166 -1.871 155.075 -149.137 5.672 -3.712 -5.255 3.483 0.102 0.203 8.000 -0.654
vina_07_116 -8.388 -1.818 159.895 -153.827 5.276 -3.962 -2.140 3.345 -0.085 0.232 8.000 -1.075
vina_07_117 -8.509 -1.872 146.505 -141.249 5.262 -3.947 -3.853 3.268 0.018 -0.164 8.000 -0.907
vina_07_118 -9.455 -2.118 134.838 -132.361 5.053 -3.921 -7.231 3.380 0.045 -0.483 8.000 -0.739
vina_07_119 -8.878 -1.904 143.410 -139.001 5.285 -4.092 -1.680 3.174 -0.051 -0.042 8.000 -0.675
vina_07_120 -8.619 -1.767 158.647 -152.954 5.416 -4.072 -3.219 3.272 -0.103 -0.178 8.000 -0.682
vina_07_121 -8.623 -1.708 141.685 -137.324 5.648 -3.935 -1.976 3.058 -0.142 -1.480 8.000 -0.632
vina_07_122 -8.056 -1.660 160.352 -154.190 5.573 -4.002 -4.550 3.300 -0.003 0.537 8.000 -0.763
vina_07_123 -8.603 -1.752 149.196 -143.184 5.595 -4.011 -5.543 3.186 -0.256 -0.460 8.000 -0.936
vina_07_124 -7.256 -1.688 158.698 -152.959 6.128 -3.794 -6.162 3.258 0.055 0.331 8.000 -0.409
vina_07_125 -9.628 -2.322 147.668 -143.841 5.460 -3.934 -5.244 3.223 0.016 -1.075 8.000 -0.886
vina_07_126 -9.242 -1.858 142.596 -138.403 5.136 -4.131 -2.907 3.293 0.067 -0.671 8.000 -0.766
vina_07_127 -8.155 -2.097 158.601 -153.587 6.704 -4.023 -6.895 3.634 0.187 0.229 8.000 -0.855
vina_07_129 -10.278 -2.174 141.744 -137.486 5.116 -4.252 -4.241 3.436 0.048 -1.204 8.000 -1.260
vina_07_130 -9.594 -1.787 135.557 -132.717 5.114 -4.170 -5.257 3.096 0.070 -0.580 8.000 -0.336
vina_07_131 -7.297 -2.094 157.041 -151.111 7.145 -3.749 -8.577 3.527 0.154 -1.802 8.000 -0.439
vina_07_132 -8.084 -1.834 154.947 -149.274 4.584 -3.717 -5.977 3.317 0.146 0.854 8.000 -0.967
vina_07_133 -7.432 -1.677 144.859 -138.790 5.715 -3.826 -2.551 3.295 -0.138 -2.723 8.000 -0.103
vina_07_134 -9.516 -1.640 138.548 -133.284 4.938 -3.883 -6.547 2.686 -0.093 -2.900 8.000 -0.648
vina_07_135 -7.729 -1.665 145.441 -140.650 5.188 -3.903 -1.914 3.340 -0.064 -0.402 8.000 -0.263
vina_07_136 -7.529 -1.961 157.967 -152.258 5.580 -3.807 -4.532 3.551 0.084 1.259 8.000 -0.957
vina_07_137 -8.203 -1.767 160.832 -154.696 5.538 -4.071 -5.086 3.473 0.053 0.343 8.000 -0.715
vina_07_138 -9.043 -1.721 138.020 -134.441 4.715 -3.792 -4.048 3.030 0.090 -0.396 8.000 -1.029
vina_07_139 -9.071 -1.898 140.926 -138.038 5.181 -3.846 -5.650 3.258 0.087 -0.019 8.000 -0.929
vina_07_140 -11.589 -2.638 133.358 -132.874 4.717 -3.868 -7.249 3.362 0.282 1.608 8.000 -2.716
vina_07_141 -8.579 -1.771 142.145 -138.206 5.589 -3.932 -4.974 3.004 -0.049 0.081 8.000 -0.524
vina_07_142 -9.550 -2.010 145.665 -140.207 5.519 -3.844 -6.071 2.957 -0.149 -3.209 8.000 -0.971
vina_07_143 -8.559 -1.786 145.175 -140.547 4.924 -4.064 -1.544 3.398 0.005 -0.437 8.000 -0.527
vina_07_144 -7.744 -2.004 156.070 -149.724 6.010 -4.112 -2.062 3.589 0.052 -0.754 8.000 -0.348
vina_07_145 -7.559 -1.957 158.708 -152.708 6.660 -4.002 -4.631 3.488 0.045 -0.760 8.000 -0.344
vina_07_146 -7.969 -2.031 155.577 -150.282 6.222 -4.087 -5.026 3.449 0.027 0.966 8.000 -0.502
vina_07_147 -9.363 -1.846 143.790 -138.457 5.276 -3.959 -4.347 3.089 -0.071 -2.350 8.000 -1.013
vina_07_148 -7.775 -1.727 160.010 -152.754 5.381 -3.912 -4.891 3.377 -0.037 0.038 8.000 -0.900
vina_07_149 -9.582 -2.004 140.249 -139.165 5.440 -4.006 -6.146 3.334 0.122 1.238 8.000 -0.842
vina_07_150 -8.001 -1.899 149.351 -145.044 5.690 -3.897 -3.011 3.393 0.003 -0.571 8.000 -0.318
vina_07_151 -9.771 -1.788 135.049 -132.951 4.828 -4.152 -4.560 3.168 0.052 0.142 8.000 -0.531
vina_07_152 -10.321 -2.595 140.879 -138.136 5.371 -4.112 -5.408 3.625 0.050 0.584 8.000 -1.657
vina_07_153 -7.848 -1.757 160.713 -154.182 5.335 -4.042 -4.204 3.479 0.143 0.952 8.000 -0.741
vina_07_154 -9.121 -1.570 144.878 -140.204 5.417 -4.086 -2.226 2.978 -0.211 -0.536 8.000 -0.936
vina_07_155 -9.498 -1.686 140.283 -137.082 4.687 -3.966 -3.999 2.869 0.138 0.541 8.000 -0.917
vina_07_156 -9.044 -1.821 143.865 -138.510 5.207 -3.971 -2.746 3.107 0.192 -1.498 8.000 -1.089
vina_07_157 -7.669 -2.005 142.781 -139.368 5.399 -3.881 -2.428 3.611 0.347 -0.016 8.000 -0.140
vina_07_158 -9.107 -1.748 136.642 -133.880 5.317 -3.948 -5.546 2.940 0.012 0.254 8.000 -0.581
vina_07_159 -8.725 -1.761 147.872 -144.112 4.591 -3.778 -3.377 3.067 0.041 0.744 8.000 -0.838
vina_07_160 -8.861 -1.583 136.488 -132.326 4.762 -3.844 -4.568 2.903 -0.005 -1.195 8.000 -0.584
vina_07_161 -8.674 -1.773 149.671 -143.896 5.907 -3.851 -6.185 3.084 -0.186 -2.541 8.000 -0.744
vina_07_162 -7.960 -1.882 141.367 -137.931 4.737 -3.721 -2.837 3.141 0.282 1.385 8.000 -0.547
vina_07_163 -7.991 -1.985 141.071 -139.188 5.725 -3.738 -5.153 3.339 0.074 1.001 8.000 -0.283
vina_07_164 -9.027 -2.347 139.701 -136.899 5.182 -4.081 -3.180 3.728 0.267 1.520 8.000 -1.074
vina_07_165 -7.921 -1.949 139.906 -137.226 5.499 -3.860 -4.207 3.379 0.239 0.811 8.000 -0.179
vina_07_166 -9.694 -1.745 138.213 -135.747 4.391 -3.817 -5.967 2.995 0.119 0.068 8.000 -1.009
vina_07_167 -8.056 -1.630 159.507 -152.618 5.910 -4.110 -4.264 3.289 0.084 -0.980 8.000 -0.505
vina_07_168 -8.020 -2.003 157.789 -152.323 5.693 -3.935 -3.063 3.468 0.121 1.179 8.000 -1.057
vina_07_169 -9.835 -1.697 135.120 -132.690 4.770 -4.212 -5.083 3.093 0.007 -0.115 8.000 -0.363
vina_07_170 -9.470 -1.941 142.419 -137.447 5.650 -4.151 -4.722 3.242 -0.108 -1.782 8.000 -0.894
vina_07_171 -8.787 -1.813 139.387 -135.400 5.081 -4.051 -4.267 3.248 0.074 -1.228 8.000 -0.144
vina_07_172 -8.025 -1.828 158.726 -151.521 4.803 -3.789 -2.725 3.309 0.025 -0.285 8.000 -1.171
vina_07_173 -7.411 -2.034 158.882 -153.281 6.394 -3.887 -5.278 3.492 0.329 0.089 8.000 -0.446
vina_07_174 -8.969 -1.685 158.942 -151.170 4.942 -4.017 -5.892 3.073 0.026 -1.513 8.000 -1.037
vina_07_175 -9.684 -2.005 138.331 -135.637 5.477 -4.077 -5.151 3.224 -0.091 -0.461 8.000 -0.783
vina_07_176 -8.643 -1.917 145.570 -140.437 5.732 -3.848 -5.177 3.111 -0.058 -2.761 8.000 -0.408
vina_07_177 -8.813 -1.624 143.794 -139.906 4.982 -4.132 -2.938 3.133 0.050 0.446 8.000 -0.362
vina_07_179 -8.535 -1.910 141.701 -137.163 5.888 -3.850 -4.984 3.409 -0.113 -4.039 8.000 -0.225
vina_07_180 -8.931 -2.022 145.194 -139.973 5.536 -3.910 -3.648 3.003 -0.081 -2.717 8.000 -0.369
vina_07_181 -9.469 -1.829 142.136 -138.350 5.090 -4.137 -4.516 2.892 -0.139 -0.157 8.000 -0.301
vina_07_183 -7.421 -1.722 159.232 -152.617 5.420 -3.949 -3.497 3.485 0.096 0.712 8.000 -0.660
vina_07_184 -7.610 -1.730 160.490 -152.889 5.550 -3.914 -5.034 3.187 0.095 -0.241 8.000 -0.598
vina_07_185 -8.348 -1.719 147.258 -142.198 5.624 -4.085 -1.310 3.238 -0.108 -0.125 8.000 -0.672
vina_07_186 -8.218 -2.018 150.211 -144.940 5.743 -3.934 -2.426 3.317 -0.007 -0.561 8.000 -0.690
vina_07_187 -8.863 -1.803 136.469 -133.868 5.672 -3.938 -5.983 3.032 -0.092 -0.243 8.000 -0.316
vina_07_188 -9.014 -1.974 142.955 -138.189 4.669 -3.871 -2.231 3.228 0.048 -0.261 8.000 -1.262
vina_07_189 -9.701 -1.864 135.768 -133.198 4.943 -3.904 -6.157 3.163 -0.006 -1.144 8.000 -0.843
vina_07_190 -9.146 -1.870 136.271 -132.988 4.988 -3.978 -4.264 3.181 0.054 -0.308 8.000 -0.704
vina_07_191 -7.884 -1.995 156.329 -150.786 6.809 -4.055 -6.367 3.499 -0.021 -1.077 8.000 -0.245
vina_07_192 -9.204 -1.709 142.682 -138.705 5.314 -4.196 -4.072 3.115 0.001 -0.224 8.000 -0.459
vina_07_193 -8.021 -2.109 159.321 -153.667 6.544 -4.057 -5.486 3.577 -0.022 -0.004 8.000 -0.626
vina_07_194 -11.309 -2.874 144.518 -140.697 4.603 -3.777 -4.958 3.649 0.024 -0.817 8.000 -3.145
vina_07_195 -9.745 -1.732 141.204 -135.819 5.292 -4.094 -5.190 3.033 -0.146 -2.932 8.000 -0.894
vina_07_196 -8.765 -1.675 159.386 -152.597 4.745 -4.084 -2.993 3.271 0.055 -0.214 8.000 -0.991
vina_07_197 -9.570 -1.685 138.866 -135.691 4.175 -3.968 -6.542 2.878 0.113 0.288 8.000 -0.441
vina_07_198 -9.014 -1.910 142.462 -136.726 5.282 -3.849 -4.001 3.090 -0.080 -3.187 8.000 -0.848
vina_07_199 -7.869 -1.747 157.850 -150.983 5.002 -3.762 -3.991 3.209 -0.100 -0.229 8.000 -0.896
vina_07_200 -9.162 -1.857 147.284 -143.664 5.226 -3.954 -4.436 3.283 0.037 -0.507 8.000 -0.836
vina_07_201 -8.798 -1.556 136.079 -132.359 4.507 -3.779 -4.313 3.030 0.019 -1.140 8.000 -0.640
vina_07_202 -9.201 -1.749 140.575 -138.274 4.930 -3.986 -5.980 3.171 0.090 0.623 8.000 -0.464
vina_07_203 -8.787 -1.982 144.661 -140.483 6.004 -3.980 -4.987 3.197 -0.047 -0.368 8.000 -0.804
vina_07_204 -8.107 -1.873 157.475 -150.181 5.532 -4.028 -2.223 3.409 0.043 -1.095 8.000 -0.874
vina_07_205 -7.022 -1.910 144.447 -141.172 5.484 -3.466 -4.846 3.380 0.111 0.220 8.000 -0.234
vina_07_206 -8.884 -1.964 148.801 -143.975 4.612 -3.634 -2.010 3.242 0.041 -0.820 8.000 -1.559
vina_07_207 -8.103 -1.790 159.597 -153.120 4.785 -3.790 -2.311 3.325 -0.045 0.100 8.000 -1.126
vina_07_208 -8.282 -1.693 160.747 -154.527 5.585 -3.938 -3.570 3.109 0.008 0.434 8.000 -1.021
vina_07_209 -8.857 -1.947 152.018 -146.454 5.879 -3.988 -3.549 3.137 -0.166 -1.119 8.000 -0.940
vina_07_210 -9.682 -2.235 142.580 -138.688 6.006 -3.991 -6.263 3.398 0.048 -2.439 8.000 -1.064
vina_07_211 -8.198 -1.814 145.494 -141.252 4.873 -3.813 -2.236 3.185 0.056 0.245 8.000 -0.565
vina_07_212 -8.979 -1.823 153.324 -147.978 4.600 -3.947 -6.154 3.139 0.067 1.234 8.000 -1.079
vina_07_213 -9.245 -1.974 147.149 -143.122 6.089 -3.983 -3.957 3.060 -0.093 -0.669 8.000 -1.056
vina_07_214 -8.958 -1.847 146.910 -142.590 6.319 -3.960 -4.407 2.986 -0.135 -1.655 8.000 -0.702
vina_07_215 -8.364 -1.754 132.979 -131.412 4.971 -3.711 -5.756 3.088 0.080 0.563 8.000 -0.161
vina_07_216 -7.969 -2.039 141.214 -138.788 5.849 -3.874 -3.809 3.518 0.088 0.169 8.000 -0.141
vina_07_217 -8.947 -1.847 139.693 -136.289 5.495 -4.282 -3.136 3.411 -0.018 0.229 8.000 -0.318
vina_07_218 -7.659 -1.964 145.759 -141.188 4.800 -3.609 -1.898 3.351 0.074 0.511 8.000 -0.862
vina_07_219 -7.372 -1.924 156.579 -149.665 5.215 -3.729 -4.293 3.454 0.302 -0.187 8.000 -0.850
vina_07_220 -8.294 -1.885 154.653 -148.245 4.511 -3.771 -6.120 3.285 0.119 0.211 8.000 -0.992
vina_07_221 -8.047 -1.959 158.548 -151.879 4.624 -3.729 -5.871 3.488 0.136 0.848 8.000 -1.330
vina_07_222 -9.441 -2.149 140.812 -137.261 5.366 -4.158 -5.002 3.475 0.024 -0.515 8.000 -0.675
vina_07_223 -9.681 -1.965 133.124 -131.378 4.453 -3.882 -7.652 3.184 0.157 0.947 8.000 -0.875
vina_07_224 -9.213 -1.836 146.737 -141.597 5.664 -4.141 -1.425 3.004 -0.134 -1.558 8.000 -0.686
vina_07_225 -8.211 -1.715 159.763 -153.369 4.467 -3.831 -2.454 3.215 0.069 0.812 8.000 -1.074
vina_07_226 -8.059 -1.621 151.162 -145.912 5.893 -3.926 -3.754 3.035 -0.149 -0.540 8.000 -0.438
vina_07_227 -7.057 -1.812 147.387 -143.567 5.625 -3.727 -2.426 3.352 0.268 0.541 8.000 -0.063
vina_07_228 -7.801 -1.754 144.117 -140.512 5.637 -3.693 -4.215 3.277 0.041 -0.653 8.000 -0.431
vina_07_229 -7.346 -1.861 155.437 -149.181 4.827 -3.666 -4.033 3.293 0.143 0.738 8.000 -0.676
vina_07_230 -8.520 -1.772 145.297 -141.062 5.795 -4.046 -4.771 3.241 0.134 -1.098 8.000 -0.247
vina_07_231 -8.848 -1.867 145.042 -140.312 5.718 -4.171 -0.692 3.106 -0.143 -1.317 8.000 -0.309
vina_07_232 -8.725 -1.609 142.801 -138.838 5.330 -4.070 -1.914 3.081 -0.090 0.159 8.000 -0.618
vina_07_233 -7.371 -1.695 146.650 -142.412 5.155 -3.724 -4.017 3.164 0.090 0.667 8.000 -0.082
vina_07_234 -7.712 -1.818 147.120 -142.789 5.484 -3.937 -1.810 3.469 0.045 0.489 8.000 -0.429
vina_07_235 -9.340 -1.593 155.626 -149.173 5.054 -3.960 -2.491 2.827 -0.251 -1.598 8.000 -1.211
vina_07_236 -8.122 -1.657 143.915 -139.649 5.404 -3.900 -4.386 3.138 0.028 -0.639 8.000 -0.182
vina_07_237 -7.185 -1.687 145.388 -139.903 5.303 -3.799 -1.929 3.407 -0.038 -1.175 8.000 -0.121
vina_07_238 -7.908 -1.647 150.995 -145.750 5.581 -3.952 -3.481 3.286 -0.045 -0.892 8.000 -0.244
vina_07_239 -7.828 -2.148 158.968 -152.848 5.859 -3.869 -4.636 3.581 0.107 0.126 8.000 -0.911
vina_07_240 -7.517 -1.740 159.126 -151.325 6.010 -3.987 -3.741 3.333 0.002 -1.968 8.000 -0.349
vina_07_241 -8.764 -1.796 159.328 -153.472 5.134 -3.983 -3.442 3.180 0.011 0.547 8.000 -1.122
vina_07_242 -7.891 -1.767 146.432 -142.903 5.506 -3.780 -3.825 3.162 0.064 -0.161 8.000 -0.116
vina_07_243 -8.116 -1.663 154.892 -148.136 4.661 -3.779 -6.107 3.071 0.103 -0.075 8.000 -0.803
vina_07_244 -7.719 -1.762 144.725 -139.902 5.794 -3.903 -2.792 3.164 -0.046 -0.816 8.000 -0.106
vina_07_245 -8.763 -1.820 143.052 -139.299 4.972 -4.098 -1.438 3.169 0.076 0.659 8.000 -0.431
vina_07_246 -7.690 -1.555 158.808 -150.785 5.038 -3.615 -4.581 3.068 -0.188 -2.288 8.000 -0.871
vina_07_247 -8.393 -1.724 160.038 -154.406 5.517 -4.039 -3.489 3.288 0.106 0.883 8.000 -0.959
vina_07_248 -7.544 -1.642 144.965 -140.040 5.540 -3.739 -3.882 3.109 0.093 -1.635 8.000 -0.036
vina_07_249 -7.799 -2.288 156.213 -151.254 7.012 -3.909 -5.845 3.710 0.026 -0.062 8.000 -0.887
vina_07_250 -8.735 -2.035 148.262 -143.613 5.882 -4.011 -3.193 3.313 -0.114 -0.887 8.000 -0.723
vina_07_251 -8.875 -1.675 148.562 -143.801 5.372 -3.836 -4.763 2.975 -0.144 -1.046 8.000 -0.895
vina_07_252 -8.135 -1.777 147.639 -142.182 6.405 -3.956 -2.410 3.321 -0.183 -3.020 8.000 -0.450
vina_07_253 -9.964 -1.598 142.704 -138.481 5.155 -4.116 -4.948 2.802 -0.040 -1.392 8.000 -0.858
vina_07_254 -9.229 -1.652 144.790 -139.990 5.403 -4.387 -2.501 3.195 -0.057 -0.623 8.000 -0.349
vina_07_255 -9.550 -1.807 140.637 -136.252 4.606 -3.866 -4.397 2.952 0.071 -1.265 8.000 -1.086
vina_07_256 -8.316 -1.579 160.811 -154.718 5.313 -4.114 -3.770 3.212 0.041 0.677 8.000 -0.603
vina_07_257 -7.177 -1.792 155.524 -148.752 4.824 -3.572 -4.514 3.284 0.044 0.744 8.000 -0.972
vina_07_258 -8.773 -1.865 145.223 -141.209 6.311 -4.083 -3.414 3.190 -0.108 -1.218 8.000 -0.490
vina_07_259 -7.941 -1.755 154.753 -147.809 5.365 -3.740 -2.691 3.054 -0.075 -2.130 8.000 -0.663
vina_07_260 -7.165 -1.680 144.677 -140.786 5.487 -3.492 -5.902 3.057 0.002 0.169 8.000 -0.221
vina_07_261 -7.933 -1.610 160.710 -154.161 4.978 -3.871 -4.017 3.107 -0.007 0.443 8.000 -0.634
vina_07_262 -8.090 -1.721 144.623 -140.650 4.762 -3.837 -1.685 3.245 0.079 0.172 8.000 -0.410
vina_07_263 -7.398 -1.639 151.827 -145.391 4.686 -3.725 -3.601 3.313 0.113 -0.400 8.000 -0.539
vina_07_264 -10.194 -2.083 138.140 -136.317 5.195 -3.936 -6.027 3.252 0.076 -0.506 8.000 -1.260
vina_07_265 -7.701 -1.663 155.322 -148.363 4.977 -3.829 -4.415 3.222 0.092 -0.092 8.000 -0.733
vina_07_266 -9.080 -2.081 159.543 -154.347 5.779 -4.176 -5.067 3.453 0.063 0.533 8.000 -0.958
vina_07_267 -8.230 -1.829 149.760 -144.301 5.162 -3.850 -4.662 3.268 0.009 0.202 8.000 -0.909
vina_07_268 -8.523 -1.708 157.808 -151.084 5.178 -4.140 -2.753 3.176 -0.079 -0.619 8.000 -0.481
vina_07_269 -8.167 -1.742 143.455 -139.971 4.365 -3.794 -1.950 3.136 0.131 1.551 8.000 -0.514
vina_07_270 -7.382 -1.849 147.811 -142.190 4.995 -3.623 -2.330 3.237 0.217 -0.560 8.000 -0.584
vina_07_271 -10.156 -2.463 136.092 -134.189 5.536 -3.885 -5.499 3.413 0.308 0.128 8.000 -1.835
vina_07_272 -8.030 -1.679 155.896 -149.411 4.170 -3.773 -2.330 3.199 0.053 1.079 8.000 -1.119
vina_07_273 -8.538 -1.708 145.588 -140.983 5.410 -4.143 -2.452 3.376 0.013 -0.872 8.000 -0.345
vina_07_274 -9.507 -1.597 140.022 -134.742 5.142 -4.072 -4.051 2.879 -0.096 -2.793 8.000 -0.655
vina_07_275 -7.716 -1.544 156.872 -149.909 4.861 -3.790 -4.555 2.919 0.042 0.355 8.000 -0.592
vina_07_276 -8.171 -1.887 159.532 -153.147 5.784 -4.131 -3.809 3.381 0.007 0.149 8.000 -0.556
vina_07_277 -8.282 -1.723 157.026 -150.234 5.515 -3.931 -2.379 3.165 -0.142 -1.998 8.000 -0.651
vina_07_278 -8.000 -2.024 145.794 -141.540 6.037 -3.938 -1.537 3.605 -0.071 -1.196 8.000 -0.532
vina_07_279 -8.899 -1.923 139.043 -136.087 5.398 -4.084 -3.601 3.291 0.214 0.461 8.000 -0.544
vina_07_280 -7.774 -1.862 153.715 -148.182 4.933 -3.827 -2.280 3.284 0.132 0.162 8.000 -0.426
vina_07_281 -9.435 -1.819 142.989 -138.213 4.627 -3.939 -4.649 3.001 0.051 -0.258 8.000 -1.174
vina_07_282 -8.882 -1.675 155.069 -148.130 4.337 -3.897 -1.110 3.182 0.015 -1.025 8.000 -1.434
vina_07_283 -7.719 -2.031 158.078 -152.193 6.770 -4.061 -3.731 3.558 0.004 -1.087 8.000 -0.358
vina_07_284 -7.163 -1.752 160.199 -154.414 5.899 -3.754 -4.698 3.219 0.066 0.964 8.000 -0.484
vina_07_285 -8.062 -1.593 145.924 -139.937 5.537 -3.809 -3.598 2.874 -0.155 -2.117 8.000 -0.361
vina_07_286 -8.025 -1.868 152.166 -147.482 4.532 -3.592 -2.517 3.215 0.050 1.136 8.000 -1.120
vina_07_287 -7.481 -1.627 156.281 -150.641 5.304 -3.828 -2.795 3.189 0.168 1.427 8.000 -0.740
vina_07_288 -7.837 -1.781 155.669 -149.641 4.157 -3.602 -1.648 3.231 0.086 0.729 8.000 -1.146
vina_07_289 -7.650 -1.752 147.730 -143.846 5.027 -3.843 -1.742 3.244 0.302 1.074 8.000 -0.215
vina_07_290 -9.194 -2.059 139.021 -136.191 5.340 -4.138 -3.190 3.411 0.307 0.601 8.000 -0.776
vina_07_291 -8.296 -1.578 136.866 -133.678 5.255 -3.917 -3.718 3.075 -0.053 -0.276 8.000 -0.146
vina_07_292 -8.385 -2.117 142.643 -138.521 6.156 -4.012 -4.059 3.409 0.009 -1.258 8.000 -0.301
vina_07_293 -9.639 -1.655 141.842 -137.457 4.680 -4.077 -3.292 2.752 0.042 -0.637 8.000 -0.682
vina_07_294 -10.064 -1.872 133.352 -132.017 4.762 -4.008 -6.591 3.184 0.078 0.148 8.000 -0.830
vina_07_295 -9.543 -1.942 140.361 -137.175 5.542 -4.326 -3.585 3.298 0.073 -0.231 8.000 -0.406
vina_07_296 -8.739 -1.891 159.128 -152.444 4.964 -3.824 -3.081 3.217 0.016 -0.912 8.000 -1.364
vina_07_297 -7.519 -1.713 141.195 -138.830 5.654 -3.725 -3.211 3.269 0.291 0.849 8.000 -0.245
vina_07_298 -10.021 -2.013 141.530 -138.923 4.638 -3.932 -5.353 2.967 0.390 1.123 8.000 -1.315
vina_07_299 -8.807 -1.999 140.726 -138.059 4.891 -3.849 -5.629 3.169 0.069 0.887 8.000 -0.420
vina_07_300 -8.191 -2.065 152.484 -147.695 4.816 -3.938 -3.149 3.658 0.232 1.505 8.000 -0.934
vina_07_301 -8.107 -2.265 142.522 -140.262 6.190 -3.790 -4.046 3.677 0.075 -0.209 8.000 -0.527
vina_07_302 -8.385 -1.841 143.010 -140.133 5.164 -3.863 -3.328 3.191 0.267 0.058 8.000 -0.206
vina_07_303 -9.336 -1.895 139.149 -136.983 5.136 -3.933 -6.219 3.241 0.171 0.544 8.000 -0.836
vina_07_304 -8.266 -2.120 142.525 -138.955 6.135 -3.874 -4.623 3.450 -0.068 -1.775 8.000 -0.184
vina_07_305 -9.809 -2.150 140.588 -136.565 5.038 -4.163 -6.921 3.509 0.010 -0.937 8.000 -0.855
vina_07_306 -7.865 -1.636 158.972 -152.360 4.950 -3.932 -3.562 3.276 0.038 0.388 8.000 -0.650
